Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;END QUESTIONNAIRE
1;1673734204878;14/01/2023 22:10:04;1673734204760;0;14/01/2023 22:10:04;74063;38;questionnaire-moh2;;26393186;cy83kipb;7788834;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.1;1470x956;1470x840;Social Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;16821
1;1673777435819;15/01/2023 10:10:35;1673777435690;2;15/01/2023 12:10:35;74063;38;questionnaire-moh2;;26395375;nqol9jxt;7790104;;complete;;;mobile;Apple iPhone;iOS 15.6;Mobile Safari 15.6;414x896;800x328;Space Task Done;;;Questionnaire end;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;5480
1;1673814793911;15/01/2023 20:33:13;1673814795378;0;15/01/2023 20:33:15;74063;38;questionnaire-moh2;;26402105;s3n5lxpq;7791595;;live;;;mobile;Google Pixel 6a;Android 13;Chrome 108.0.0.0;412x915;412x742;Social Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;1857
1;1673898873992;16/01/2023 19:54:33;1673898873753;5.5;17/01/2023 01:24:33;74063;38;questionnaire-moh2;;26421378;zsqnf0zu;7797549;;live;;;mobile;undefined M2101K7BI;Android 12;Chrome 108.0.0.0;393x873;393x767;Space_Task_Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;;right_age;Space Task First;;;No;24523
1;1673937542897;17/01/2023 06:39:02;1673937541734;5.5;17/01/2023 12:09:01;74063;38;questionnaire-moh2;;26426063;pivm1up0;7799074;;complete;;;mobile;undefined undefined;Android 9;Firefox 87.0;760x360;712x278;Space Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;36480
1;1673939316864;17/01/2023 07:08:36;1673939318158;5.5;17/01/2023 12:38:38;74063;38;questionnaire-moh2;;26426246;gslco6wl;7799111;;complete;;;mobile;Realme RMX2189;Android 11;Chrome 99.0.4844.58;800x360;728x272;Space Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;5722
1;1673942720822;17/01/2023 08:05:20;1673942716522;5.5;17/01/2023 13:35:16;74063;38;questionnaire-moh2;;26426696;ymg6kpzg;7799312;;live;;;mobile;undefined undefined;Android 9;Firefox 89.0;360x760;360x632;Social Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;59608
1;1674243070825;20/01/2023 19:31:10;1674243070847;0;20/01/2023 19:31:10;74063;38;questionnaire-moh2;;26524574;g1czv0ka;7837403;;complete;;;mobile;Samsung SM-A528B;Android 13;Chrome 109.0.0.0;412x915;412x729;Space Task Done;;;Questionnaire end;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;11582
1;1674412906675;22/01/2023 18:41:46;1674412904797;3;22/01/2023 21:41:44;74063;38;questionnaire-moh2;;26545491;ve8q7vif;7845768;;live;;;mobile;OPPO CPH2349;Android 11;Chrome 94.0.4606.85;360x800;360x620;CEQ__cannabis_user_done;;;Questionnaire end;2;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;16336
1;1674419632750;22/01/2023 20:33:52;1674419632566;-8;22/01/2023 12:33:52;74063;38;questionnaire-moh2;;26547319;3qzt4gep;7846433;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 108.0.0.0;1366x768;1366x664;Social_Task_Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;7697
1;1674419766100;22/01/2023 20:36:06;1674419765617;3;22/01/2023 23:36:05;74063;38;questionnaire-moh2;;26547350;yy17ihwt;7846467;;live;;;mobile;Samsung SM-A235F;Android 13;Chrome 106.0.0.0;384x857;384x681;CEQ_done_no_cannabis;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;16833
1;1674420616162;22/01/2023 20:50:16;1674420610961;3;22/01/2023 23:50:10;74063;38;questionnaire-moh2;;26547581;o16z4xyu;7846532;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Social Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;3619
1;1674422000903;22/01/2023 21:13:20;1674421995671;3;23/01/2023 00:13:15;74063;38;questionnaire-moh2;;26547969;7cmwzydl;7846658;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;CEQ_done_no_cannabis;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;3529
1;1674422316092;22/01/2023 21:18:36;1674422310847;3;23/01/2023 00:18:30;74063;38;questionnaire-moh2;;26548054;idd7zcoc;7846682;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Social_Task_Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;5997
1;1674422524600;22/01/2023 21:22:04;1674422524105;3;23/01/2023 00:22:04;74063;38;questionnaire-moh2;;26548116;3a9fs0qf;7846704;;live;;;mobile;Samsung SM-A235F;Android 13;Chrome 106.0.0.0;384x857;384x681;CEQ_done_no_cannabis;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;2164
